,date,1. open,2. high,3. low,4. close,5. volume
NSIT,2022-03-31,103.97,110.74,100.4,107.32,6104435.0
NSIT,2022-02-28,94.31,104.43,90.58,104.0,4926544.0
NSIT,2022-01-31,106.63,111.02,89.41,94.15,4301468.0
NSIT,2021-12-31,100.69,107.02,96.2969,106.6,4428867.0
NSIT,2021-11-30,95.05,107.8569,94.18,98.62,3450127.0
NSIT,2021-10-29,90.37,97.405,89.895,94.7,2479998.0
NSIT,2021-09-30,103.32,104.05,88.28,90.08,4996202.0
NSIT,2021-08-31,100.55,103.12,93.1682,102.89,3675486.0
NSIT,2021-07-30,100.74,102.12,92.84,100.38,3820988.0
NSIT,2021-06-30,105.26,107.265,96.5941,100.01,5453022.0
NSIT,2021-05-28,101.07,106.44,92.1,104.48,8093137.0
NSIT,2021-04-30,96.05,104.6,93.82,100.37,4798995.0
NSIT,2021-03-31,84.7,100.09,82.95,95.42,6867107.0
NSIT,2021-02-26,76.67,88.7,75.69,83.59,4475172.0
NSIT,2021-01-29,76.63,84.21,74.1,76.1,2911957.0
NSIT,2020-12-31,72.23,77.33,71.0,76.09,3966664.0
NSIT,2020-11-30,54.4,74.34,53.71,71.48,4648866.0
NSIT,2020-10-30,56.92,63.775,52.63,53.35,4099875.0
NSIT,2020-09-30,59.53,61.11,55.04,56.58,6108110.0
NSIT,2020-08-31,50.27,60.69,49.72,59.805,5416685.0
NSIT,2020-07-31,48.65,51.32,44.15,49.84,5365434.0
NSIT,2020-06-30,51.26,56.46,46.115,49.2,5359447.0
NSIT,2020-05-29,53.0,54.6,43.0007,51.26,5936666.0
NSIT,2020-04-30,40.72,57.1,38.34,54.29,5862789.0
NSIT,2020-03-31,55.35,58.7,28.2506,42.13,11802053.0
NSIT,2020-02-28,66.36,68.44,51.59,55.09,9763672.0
NSIT,2020-01-31,70.94,73.22,65.53,65.87,5481512.0
NSIT,2019-12-31,65.6,71.78,63.17,70.29,5477453.0
NSIT,2019-11-29,61.64,66.91,58.7,65.59,5716354.0
NSIT,2019-10-31,56.0,62.18,54.77,61.38,6158776.0
NSIT,2019-09-30,47.35,55.99,46.33,55.69,6961100.0
NSIT,2019-08-30,55.07,56.71,46.28,48.06,8231755.0
NSIT,2019-07-31,59.04,59.44,54.16,55.02,3255670.0
NSIT,2019-06-28,51.01,59.72,50.72,58.2,3284667.0
NSIT,2019-05-31,60.09,60.1,51.43,51.48,4631646.0
NSIT,2019-04-30,55.58,59.66,55.19,56.58,3444378.0
NSIT,2019-03-29,56.17,58.31,54.0188,55.06,4748837.0
NSIT,2019-02-28,46.01,57.933,45.715,55.82,4546541.0
NSIT,2019-01-31,40.26,46.21,39.45,45.92,3190938.0
NSIT,2018-12-31,45.27,46.17,37.77,40.75,4253737.0
NSIT,2018-11-30,51.85,52.35,40.3102,44.58,5574209.0
NSIT,2018-10-31,54.1,54.54,46.85,51.69,4471084.0
NSIT,2018-09-28,54.99,55.91,53.151,54.09,3945205.0
NSIT,2018-08-31,51.01,56.86,46.3005,55.14,6155113.0
NSIT,2018-07-31,48.63,52.0,48.031,50.27,3250904.0
NSIT,2018-06-29,47.15,51.28,47.09,48.93,4569707.0
NSIT,2018-05-31,35.45,48.73,35.05,46.9,9436476.0
NSIT,2018-04-30,34.77,35.97,33.1035,35.45,4180450.0
NSIT,2018-03-29,35.08,36.54,33.52,34.93,3885363.0
NSIT,2018-02-28,36.86,40.82,32.1048,34.93,4157525.0
NSIT,2018-01-31,38.24,39.68,36.61,37.12,3470661.0
NSIT,2017-12-29,38.95,39.89,36.22,38.29,3998646.0
NSIT,2017-11-30,45.45,45.59,35.26,39.0,4259781.0
NSIT,2017-10-31,46.06,46.68,43.03,45.05,2966293.0
NSIT,2017-09-29,39.94,46.42,38.3,45.92,3139409.0
NSIT,2017-08-31,40.75,47.95,37.91,40.08,3558396.0
NSIT,2017-07-31,39.75,42.83,39.29,40.52,2878381.0
NSIT,2017-06-30,41.8,44.05,39.67,39.99,4744078.0
NSIT,2017-05-31,42.27,53.19,40.74,41.54,5408342.0
NSIT,2017-04-28,41.12,43.43,40.3,42.1,3496287.0
NSIT,2017-03-31,42.84,44.12,40.26,41.09,4100183.0
NSIT,2017-02-28,37.45,46.0,36.83,42.36,4368877.0
NSIT,2017-01-31,40.57,41.51,35.44,37.13,4273635.0
NSIT,2016-12-30,35.07,41.81,33.75,40.44,3753979.0
NSIT,2016-11-30,28.91,36.71,28.15,35.02,3950275.0
NSIT,2016-10-31,32.61,34.52,28.67,28.79,3251828.0
NSIT,2016-09-30,30.54,32.75,29.2,32.55,3375635.0
NSIT,2016-08-31,26.6,32.77,24.23,30.6,3876708.0
NSIT,2016-07-29,25.92,27.26,24.97,26.6,2542084.0
NSIT,2016-06-30,27.09,28.1,24.69,26.0,3747723.0
NSIT,2016-05-31,24.59,27.46,23.3125,27.14,4493465.0
NSIT,2016-04-29,28.32,29.39,24.61,24.71,2529831.0
NSIT,2016-03-31,26.33,28.96,25.01,28.64,3745001.0
NSIT,2016-02-29,23.4,27.15,18.26,26.1,3037781.0
NSIT,2016-01-29,24.68,25.9,21.14,23.63,2583133.0
NSIT,2015-12-31,26.88,27.78,24.48,25.12,2827855.0
NSIT,2015-11-30,25.4,27.57,25.24,26.78,3224008.0
NSIT,2015-10-30,25.95,27.73,24.41,25.4,3843884.0
NSIT,2015-09-30,24.75,26.245,24.03,25.85,3627757.0
NSIT,2015-08-31,26.93,27.605,24.4,25.31,3064932.0
NSIT,2015-07-31,30.1,30.2,25.57,26.99,3407311.0
NSIT,2015-06-30,29.37,32.8,29.09,29.91,6063297.0
NSIT,2015-05-29,28.84,29.93,26.29,29.33,5724040.0
NSIT,2015-04-30,28.4,29.38,27.96,28.62,2905677.0
NSIT,2015-03-31,26.3,29.04,26.3,28.52,4007590.0
NSIT,2015-02-27,23.78,27.06,23.03,26.3,3675913.0
NSIT,2015-01-30,26.09,26.22,23.29,23.67,3532418.0
NSIT,2014-12-31,23.29,26.86,23.03,25.89,4351711.0
NSIT,2014-11-28,22.73,24.84,22.49,23.43,3392964.0
NSIT,2014-10-31,22.62,26.06,21.5901,22.75,5099160.0
NSIT,2014-09-30,26.3,26.74,21.7201,22.63,3928121.0
NSIT,2014-08-29,27.81,28.05,25.645,26.24,2820800.0
NSIT,2014-07-31,31.0,31.935,26.26,26.27,4332700.0
NSIT,2014-06-30,27.22,30.99,26.92,30.74,5806800.0
NSIT,2014-05-30,25.96,29.33,25.41,27.18,6328300.0
NSIT,2014-04-30,25.17,27.7465,24.96,26.12,4330700.0
NSIT,2014-03-31,22.63,25.49,22.16,25.11,4552600.0
NSIT,2014-02-28,21.01,23.685,19.425,22.98,3493000.0
NSIT,2014-01-31,22.71,23.44,21.04,21.1,3660100.0
NSIT,2013-12-31,24.07,25.1899,22.41,22.71,3931700.0
NSIT,2013-11-29,21.03,24.28,20.45,24.07,3721200.0
NSIT,2013-10-31,18.82,21.83,18.27,21.07,3551400.0
NSIT,2013-09-30,19.34,20.17,18.56,18.91,3605600.0
NSIT,2013-08-30,21.63,22.25,18.96,19.11,3774900.0
NSIT,2013-07-31,17.86,21.71,17.55,21.451,2837600.0
NSIT,2013-06-28,19.34,19.97,16.86,17.74,3723200.0
NSIT,2013-05-31,18.05,19.6,16.04,19.25,5180500.0
NSIT,2013-04-30,20.54,20.7,15.75,18.12,6514300.0
NSIT,2013-03-28,19.1,21.44,18.96,20.62,3577200.0
NSIT,2013-02-28,19.78,20.94,18.86,19.22,3282900.0
NSIT,2013-01-31,17.97,20.23,17.91,19.6,3886500.0
NSIT,2012-12-31,17.0,18.35,16.38,17.37,2913000.0
NSIT,2012-11-30,16.39,17.0,14.3079,16.94,2416000.0
NSIT,2012-10-31,17.59,18.0,15.84,16.17,2694352.0
NSIT,2012-09-28,18.01,19.57,17.41,17.47,3200500.0
NSIT,2012-08-31,16.93,19.08,15.89,17.96,5025100.0
NSIT,2012-07-31,16.91,18.11,15.68,16.76,3199300.0
NSIT,2012-06-29,14.52,16.83,14.12,16.83,4387500.0
NSIT,2012-05-31,20.41,20.75,14.57,14.89,5570900.0
NSIT,2012-04-30,21.94,23.14,19.53,20.31,3330900.0
NSIT,2012-03-30,21.04,23.02,20.21,21.93,4507400.0
NSIT,2012-02-29,18.67,22.5897,18.49,20.9,5317800.0
NSIT,2012-01-31,15.79,18.66,15.4,18.46,3371100.0
NSIT,2011-12-30,14.6,16.09,14.11,15.29,4960000.0
NSIT,2011-11-30,16.16,18.38,13.01,14.64,4912300.0
NSIT,2011-10-31,15.07,18.25,13.67,16.9,4019700.0
NSIT,2011-09-30,18.92,19.43,14.82,15.14,6925900.0
NSIT,2011-08-31,17.11,19.57,14.27,18.82,9297600.0
NSIT,2011-07-29,17.75,19.42,16.35,16.83,4031400.0
NSIT,2011-06-30,16.76,17.78,15.49,17.71,5331400.0
NSIT,2011-05-31,17.2,18.03,15.24,16.77,4205100.0
NSIT,2011-04-29,17.19,18.04,16.91,17.16,3807100.0
NSIT,2011-03-31,18.36,18.4,16.29,17.03,4627400.0
NSIT,2011-02-28,13.97,19.56,13.88,18.29,5309600.0
NSIT,2011-01-31,13.29,15.25,13.21,13.92,3583100.0
NSIT,2010-12-31,12.89,14.38,12.73,13.16,5463000.0
NSIT,2010-11-30,15.22,16.08,12.45,12.61,5110100.0
NSIT,2010-10-29,15.86,16.88,14.67,15.12,3108100.0
NSIT,2010-09-30,13.35,16.15,13.3245,15.6875,3859200.0
NSIT,2010-08-31,14.87,16.23,12.561,13.09,6217200.0
NSIT,2010-07-30,13.24,15.06,12.24,14.57,4068500.0
NSIT,2010-06-30,14.55,15.27,13.07,13.16,5538100.0
NSIT,2010-05-28,15.1,16.91,13.46,14.54,6633100.0
NSIT,2010-04-30,14.53,16.35,14.18,15.03,3914500.0
NSIT,2010-03-31,12.87,15.0,12.72,14.36,4399600.0
NSIT,2010-02-26,11.53,13.5,11.26,12.79,5585700.0
NSIT,2010-01-29,11.65,12.18,11.16,11.5,3889000.0
NSIT,2009-12-31,10.3,11.95,9.95,11.42,4736000.0
NSIT,2009-11-30,10.59,12.71,9.71,10.15,4635400.0
NSIT,2009-10-30,12.15,14.07,10.4,10.52,5054200.0
NSIT,2009-09-30,11.35,12.74,10.74,12.21,5710800.0
NSIT,2009-08-31,10.38,12.64,9.55,11.47,5289800.0
NSIT,2009-07-31,9.51,10.94,8.22,10.32,6263000.0
NSIT,2009-06-30,7.69,9.96,7.66,9.66,6272300.0
NSIT,2009-05-29,5.8,7.89,5.2,7.55,8185300.0
NSIT,2009-04-30,3.0,6.06,2.99,5.72,6957200.0
NSIT,2009-03-31,2.6,3.64,2.04,3.06,9056400.0
NSIT,2009-02-27,5.08,6.01,2.54,2.63,16977300.0
NSIT,2009-01-30,6.91,7.32,5.12,5.18,6276400.0
NSIT,2008-12-31,4.0,7.14,3.47,6.9,10202800.0
NSIT,2008-11-28,9.72,10.03,3.33,4.07,9233800.0
NSIT,2008-10-31,13.27,13.61,7.69,9.73,10049600.0
NSIT,2008-09-30,17.0,17.31,13.09,13.41,13837800.0
NSIT,2008-08-29,12.81,17.11,12.15,16.64,10083100.0
NSIT,2008-07-31,11.59,13.45,10.48,12.76,9731600.0
NSIT,2008-06-30,13.76,14.14,11.72,11.73,7998800.0
NSIT,2008-05-30,12.01,13.95,11.94,13.4,12141300.0
NSIT,2008-04-30,17.87,18.45,10.78,12.06,15512200.0
NSIT,2008-03-31,17.58,18.46,16.46,17.5,9278700.0
NSIT,2008-02-29,17.37,20.35,16.46,17.53,11827900.0
NSIT,2008-01-31,18.17,18.47,15.41,17.27,9667900.0
NSIT,2007-12-31,19.73,20.17,17.41,18.24,6750700.0
NSIT,2007-11-30,27.55,28.1,17.45,19.81,16353700.0
NSIT,2007-10-31,25.76,28.4,24.4,27.64,11268700.0
NSIT,2007-09-28,23.81,26.69,23.6934,25.81,10421900.0
NSIT,2007-08-31,22.58,24.76,21.6,23.72,14542400.0
NSIT,2007-07-31,22.88,24.19,22.14,22.56,7844600.0
NSIT,2007-06-29,22.22,23.11,21.02,22.57,6608600.0
NSIT,2007-05-31,19.76,22.23,19.14,22.16,9425400.0
NSIT,2007-04-30,18.01,19.83,17.73,19.82,5729600.0
NSIT,2007-03-30,19.03,19.4,17.34,17.98,5943100.0
NSIT,2007-02-28,20.45,20.544,19.29,19.32,5143900.0
NSIT,2007-01-31,18.74,20.71,18.4,20.33,6974800.0
NSIT,2006-12-29,20.1,20.83,18.5,18.87,5076100.0
NSIT,2006-11-30,21.51,22.9,19.91,20.1,8282200.0
NSIT,2006-10-31,20.65,22.75,20.31,21.49,7899400.0
NSIT,2006-09-29,18.16,21.25,17.45,20.61,6161100.0
NSIT,2006-08-31,16.83,18.24,16.12,18.01,3792700.0
NSIT,2006-07-31,18.83,19.02,16.09,16.94,5955400.0
NSIT,2006-06-30,18.1,19.2,17.6,19.05,9493600.0
NSIT,2006-05-31,19.9,20.43,17.86,18.14,7414900.0
NSIT,2006-04-28,22.03,22.65,19.71,19.77,6157500.0
NSIT,2006-03-31,21.66,22.2,19.92,22.01,7010300.0
NSIT,2006-02-28,20.88,22.09,20.64,21.53,6273500.0
NSIT,2006-01-31,19.46,21.59,19.45,20.91,7954400.0
NSIT,2005-12-30,20.79,21.75,18.02,19.61,13315700.0
NSIT,2005-11-30,20.38,21.48,20.01,20.83,4949900.0
NSIT,2005-10-31,18.51,20.68,17.88,20.52,5774100.0
NSIT,2005-09-30,18.71,19.41,18.13,18.6,7550200.0
NSIT,2005-08-31,20.45,20.75,18.55,18.83,5240000.0
NSIT,2005-07-29,20.21,21.28,19.6009,20.4,6072000.0
NSIT,2005-06-30,19.5,20.59,19.34,20.18,5705400.0
NSIT,2005-05-31,18.03,19.88,17.78,19.58,4734100.0
NSIT,2005-04-29,17.67,18.69,17.2,18.1,8260300.0
NSIT,2005-03-31,17.85,18.84,17.11,17.56,9074900.0
NSIT,2005-02-28,19.06,19.36,17.34,17.8,6808500.0
NSIT,2005-01-31,20.57,20.71,18.47,19.35,11180800.0
NSIT,2004-12-31,20.44,22.4,18.77,20.52,16828300.0
NSIT,2004-11-30,18.65,20.56,18.3,20.23,6916600.0
NSIT,2004-10-29,17.04,18.9,16.69,18.555,8024100.0
NSIT,2004-09-30,16.16,17.5,15.29,16.84,7029300.0
NSIT,2004-08-31,15.9,16.55,13.95,16.0,7217100.0
NSIT,2004-07-30,18.1,18.2,14.88,16.04,10117400.0
NSIT,2004-06-30,18.25,18.47,16.51,17.76,9147400.0
NSIT,2004-05-28,16.71,18.59,16.12,18.36,10683200.0
NSIT,2004-04-30,19.25,20.29,16.33,16.78,10465400.0
NSIT,2004-03-31,21.17,22.81,17.83,19.24,11051000.0
NSIT,2004-02-27,19.9,23.2,19.56,21.27,13650800.0
NSIT,2004-01-30,18.84,21.2,18.26,19.71,6296800.0
NSIT,2003-12-31,18.78,19.75,16.3,18.8,9576500.0
NSIT,2003-11-28,16.85,19.05,16.81,18.74,7217100.0
NSIT,2003-10-31,15.25,18.41,15.2,16.85,7351200.0
NSIT,2003-09-30,17.72,19.15,14.92,15.22,17639500.0
NSIT,2003-08-29,15.1,18.1,14.41,17.98,10534600.0
NSIT,2003-07-31,10.05,15.98,9.8,15.55,22710100.0
NSIT,2003-06-30,8.8,10.22,8.75,10.0,11405000.0
NSIT,2003-05-30,7.53,8.94,7.35,8.73,8511300.0
NSIT,2003-04-30,7.06,8.49,6.9,7.58,6849700.0
NSIT,2003-03-31,7.63,7.87,6.2,7.05,8559800.0
NSIT,2003-02-28,8.0,8.0,7.17,7.62,5861600.0
NSIT,2003-01-31,8.371,9.029,7.3,8.0,11191700.0
NSIT,2002-12-31,10.47,10.6,8.01,8.31,10780600.0
NSIT,2002-11-29,7.63,10.42,7.1,10.02,12489500.0
NSIT,2002-10-31,10.24,12.87,6.77,7.64,23007800.0
NSIT,2002-09-30,11.25,12.92,9.31,10.15,10666800.0
NSIT,2002-08-30,11.71,12.07,8.96,11.26,10326000.0
NSIT,2002-07-31,25.19,25.2,10.15,11.4,34218400.0
NSIT,2002-06-28,26.3,26.81,23.3,25.19,9005900.0
NSIT,2002-05-31,26.08,28.5,25.15,26.45,9492700.0
NSIT,2002-04-30,22.55,26.91,19.9,26.1,8855300.0
NSIT,2002-03-28,21.34,24.77,21.34,22.64,7178200.0
NSIT,2002-02-28,25.1,25.1,19.75,21.34,6162100.0
NSIT,2002-01-31,24.94,26.5,23.62,24.49,8065700.0
NSIT,2001-12-31,19.8,25.7,19.2,24.6,10385400.0
NSIT,2001-11-30,16.45,20.33,15.74,19.85,3959700.0
NSIT,2001-10-31,14.0,17.27,12.86,16.25,8712800.0
NSIT,2001-09-28,18.79,19.5,13.09,14.14,3986000.0
NSIT,2001-08-31,20.79,21.55,17.0,18.75,5070400.0
NSIT,2001-07-31,22.26,23.61,18.95,20.51,4117200.0
NSIT,2001-06-29,23.1,24.5,19.5,24.5,4627900.0
NSIT,2001-05-31,26.2,26.64,21.25,23.01,5756700.0
NSIT,2001-04-30,21.06,26.96,18.55,26.7,7170900.0
NSIT,2001-03-30,22.52,24.31,18.0,21.13,9539600.0
NSIT,2001-02-28,29.33,29.56,22.25,22.69,10935000.0
NSIT,2001-01-31,18.25,29.94,15.88,29.56,11936400.0
NSIT,2000-12-29,22.0,24.25,13.0,17.94,24909600.0
NSIT,2000-11-30,32.47,32.88,20.38,22.0,5913600.0
NSIT,2000-10-31,27.19,33.25,19.5,32.5,13699800.0
NSIT,2000-09-29,50.63,53.0,23.89,27.25,12500269.0
NSIT,2000-08-31,46.75,52.73,35.31,50.25,11450804.0
NSIT,2000-07-31,58.88,65.13,42.88,46.25,7435736.0
NSIT,2000-06-30,46.06,63.63,44.75,59.31,11419004.0
NSIT,2000-05-31,42.63,51.5,33.0,44.5,10678870.0
NSIT,2000-04-28,36.03,43.56,29.81,41.81,6533871.0
NSIT,2000-03-31,31.5,38.36,25.5,36.44,10606737.0
NSIT,2000-02-29,34.25,37.25,22.75,31.38,7668803.0
NSIT,2000-01-31,40.63,40.63,32.5,34.5,8515671.0
NSIT,1999-12-31,33.69,41.75,32.75,40.63,5738671.0
AVT,2024-11-25,54.22,57.68,51.78,55.2,10994242.0
AVT,2024-10-31,54.12,59.24,52.89,54.21,13417832.0
AVT,2024-09-30,54.51,55.03,48.15,54.31,11665299.0
AVT,2024-08-30,53.76,55.8,48.1,55.18,13223225.0
AVT,2024-07-31,51.67,54.935,50.4,53.76,12028799.0
AVT,2024-06-28,54.81,54.99,50.71,51.49,12104013.0
AVT,2024-05-31,46.6,55.46,46.6,54.6,15441667.0
AVT,2024-04-30,49.67,50.85,46.24,48.87,11243684.0
AVT,2024-03-28,46.5,49.63,45.5039,49.58,11919390.0
AVT,2024-02-29,45.34,46.95,43.62,46.59,13384214.0
AVT,2024-01-31,49.96,49.96,44.88,45.3,11898412.0
AVT,2023-12-29,46.61,51.06,45.96,50.4,9464951.0
AVT,2023-11-30,46.1,49.4275,42.67,46.76,13695816.0
AVT,2023-10-31,48.1,49.58,45.215,46.33,9780614.0
AVT,2023-09-29,51.01,51.65,46.94,48.19,10592745.0
AVT,2023-08-31,48.17,51.27,44.6,50.75,15970940.0
AVT,2023-07-31,50.34,50.7206,47.045,48.5,13336055.0
AVT,2023-06-30,43.91,51.0,42.98,50.45,12137528.0
AVT,2023-05-31,41.21,46.03,40.0,43.84,12847164.0
AVT,2023-04-28,45.12,45.43,39.64,41.26,8668253.0
AVT,2023-03-31,44.66,45.815,41.26,45.2,13916509.0
AVT,2023-02-28,45.79,48.07,44.67,44.71,11593251.0
AVT,2023-01-31,41.85,46.16,40.94,45.88,11750535.0
AVT,2022-12-30,45.4,45.98,40.29,41.58,13568576.0
AVT,2022-11-30,40.67,45.58,39.27,45.17,12758494.0
AVT,2022-10-31,36.58,41.42,35.9,40.19,18119815.0
AVT,2022-09-30,43.4,43.84,35.45,36.12,20322426.0
AVT,2022-08-31,47.45,48.53,42.93,43.89,20743031.0
AVT,2022-07-29,42.53,48.09,40.305,47.87,15875694.0
AVT,2022-06-30,48.7,50.19,41.16,42.88,20031914.0
AVT,2022-05-31,43.65,48.9,42.94,48.45,19671804.0
AVT,2022-04-29,40.81,45.51,36.655,43.66,13782861.0
AVT,2022-03-31,41.53,43.89,38.35,40.59,13684496.0
AVT,2022-02-28,40.43,42.45,39.12,42.07,12386398.0
AVT,2022-01-31,41.42,42.84,38.18,40.36,14660534.0
AVT,2021-12-31,37.02,42.06,36.11,41.23,13468020.0
AVT,2021-11-30,38.34,40.53,35.71,36.27,11943687.0
AVT,2021-10-29,37.25,39.17,36.01,38.11,13848559.0
AVT,2021-09-30,40.58,40.58,36.0581,36.97,13316711.0
AVT,2021-08-31,41.36,42.355,38.82,40.46,11087654.0
AVT,2021-07-30,40.27,41.41,37.63,41.32,13680399.0
AVT,2021-06-30,44.4,44.63,38.64,40.08,15350643.0
AVT,2021-05-28,44.5,45.43,41.28,44.06,16014451.0
AVT,2021-04-30,41.53,44.92,41.42,43.92,15249796.0
AVT,2021-03-31,38.99,42.49,36.5,41.51,18248436.0
AVT,2021-02-26,35.56,39.75,35.41,38.07,15081285.0
AVT,2021-01-29,35.25,42.3,34.82,35.31,22959049.0
AVT,2020-12-31,30.36,35.39,30.36,35.11,18224401.0
AVT,2020-11-30,24.96,31.32,24.7,30.35,13112242.0
AVT,2020-10-30,25.88,29.2599,24.3,24.67,16922739.0
AVT,2020-09-30,27.41,29.99,24.5341,25.84,14098149.0
AVT,2020-08-31,26.94,30.09,26.41,27.51,16009977.0
AVT,2020-07-31,28.01,28.24,25.16,26.72,19269963.0
AVT,2020-06-30,27.17,31.86,25.2,27.89,26147380.0
AVT,2020-05-29,29.49,29.95,24.72,27.24,22645324.0
AVT,2020-04-30,24.12,32.04,23.52,30.02,18126606.0
AVT,2020-03-31,30.73,32.29,17.85,25.1,28772603.0
AVT,2020-02-28,36.52,37.77,29.98,30.68,16326117.0
AVT,2020-01-31,42.98,42.98,36.26,36.49,19663375.0
AVT,2019-12-31,40.72,43.0,39.23,42.44,15501340.0
AVT,2019-11-29,39.93,42.04,39.46,40.65,16347050.0
AVT,2019-10-31,44.78,45.16,36.82,39.56,30399546.0
AVT,2019-09-30,41.61,45.23,41.03,44.49,15925392.0
AVT,2019-08-30,45.44,46.41,39.28,41.89,18502642.0
AVT,2019-07-31,46.06,46.28,41.57,45.42,13408289.0
AVT,2019-06-28,40.83,45.46,40.43,45.27,12339232.0
AVT,2019-05-31,48.88,48.88,40.55,40.84,11874546.0
AVT,2019-04-30,43.68,49.03,43.68,48.61,12003292.0
AVT,2019-03-29,43.86,44.47,40.69,43.37,13481940.0
AVT,2019-02-28,41.26,45.99,40.92,43.49,13441998.0
AVT,2019-01-31,35.36,42.88,34.56,41.2,23046037.0
AVT,2018-12-31,44.98,45.17,33.55,36.1,24751123.0
AVT,2018-11-30,40.34,44.38,40.11,43.82,30188569.0
AVT,2018-10-31,44.97,44.97,37.11,40.07,27306790.0
AVT,2018-09-28,48.46,48.73,44.43,44.77,19957591.0
AVT,2018-08-31,43.7,49.41,43.35,48.4,21258621.0
AVT,2018-07-31,42.46,44.83,42.01,43.85,17303236.0
AVT,2018-06-29,38.36,43.96,38.31,42.89,24575005.0
AVT,2018-05-31,39.08,41.09,38.12,38.12,16982128.0
AVT,2018-04-30,41.47,42.75,38.33,39.23,18672246.0
AVT,2018-03-29,42.74,44.85,40.84,41.76,13229900.0
AVT,2018-02-28,42.26,43.6,38.55,42.7,18446070.0
AVT,2018-01-31,39.97,44.34,39.64,42.5,21722800.0
AVT,2017-12-29,41.49,42.09,38.61,39.62,16222743.0
AVT,2017-11-30,40.3,41.91,38.33,41.41,15451147.0
AVT,2017-10-31,39.37,41.965,39.22,39.8,19596956.0
AVT,2017-09-29,37.98,39.9,36.46,39.3,15318028.0
AVT,2017-08-31,38.62,38.82,35.67,38.57,25505682.0
AVT,2017-07-31,39.22,40.19,37.95,38.38,19476108.0
AVT,2017-06-30,36.85,39.465,36.66,38.88,27222611.0
AVT,2017-05-31,38.78,38.796,35.96,36.68,34656870.0
AVT,2017-04-28,45.91,45.99,38.62,38.69,22504450.0
AVT,2017-03-31,45.85,47.085,43.66,45.76,29154415.0
AVT,2017-02-28,46.77,47.19,45.5,46.08,18886001.0
AVT,2017-01-31,48.0,48.2,45.57,46.44,21045643.0
AVT,2016-12-30,46.01,51.5,45.23,47.61,18711352.0
AVT,2016-11-30,42.18,46.575,40.8,45.89,17930180.0
AVT,2016-10-31,40.98,43.32,40.49,41.95,19306465.0
AVT,2016-09-30,41.73,42.87,39.048,41.06,25116364.0
AVT,2016-08-31,41.04,42.33,39.72,41.68,21593465.0
AVT,2016-07-29,40.48,41.3373,38.16,41.1,23899264.0
AVT,2016-06-30,40.82,43.44,38.83,40.51,20140929.0
AVT,2016-05-31,40.24,41.1,38.35,41.03,25509610.0
AVT,2016-04-29,43.95,44.9,40.3,41.12,15236741.0
AVT,2016-03-31,41.36,44.95,41.22,44.3,15536484.0
AVT,2016-02-29,39.47,42.29,38.03,41.15,22904525.0
AVT,2016-01-29,42.1,42.75,37.1,39.92,29681451.0
AVT,2015-12-31,45.52,45.955,42.83,42.84,19679355.0
AVT,2015-11-30,45.45,46.95,44.26,45.32,19814045.0
AVT,2015-10-30,42.62,46.36,41.77,45.43,22389891.0
AVT,2015-09-30,41.56,44.3,40.21,42.68,19929066.0
AVT,2015-08-31,41.69,44.64,36.415,42.4,25967546.0
AVT,2015-07-31,41.6,42.24,38.9,41.73,19873117.0
AVT,2015-06-30,44.14,44.39,41.09,41.11,19361882.0
AVT,2015-05-29,42.86,46.28,42.86,44.01,14525436.0
AVT,2015-04-30,44.42,45.65,42.4,42.63,19420843.0
AVT,2015-03-31,45.77,47.27,43.0,44.5,16961116.0
AVT,2015-02-27,41.82,46.7,40.99,45.81,12055169.0
AVT,2015-01-30,43.35,43.505,40.69,41.62,15780095.0
AVT,2014-12-31,43.66,45.36,41.65,43.02,14502689.0
AVT,2014-11-28,43.26,44.41,42.02,43.79,10744666.0
AVT,2014-10-31,41.38,44.15,35.53,43.25,26031895.0
AVT,2014-09-30,44.66,44.96,41.4,41.5,14229440.0
AVT,2014-08-29,42.18,45.17,40.77,44.51,17624532.0
AVT,2014-07-31,44.49,45.53,42.33,42.33,12257400.0
AVT,2014-06-30,43.52,44.75,42.815,44.31,13064600.0
AVT,2014-05-30,43.22,44.25,41.04,43.57,13923600.0
AVT,2014-04-30,46.59,48.18,42.15,43.13,20232700.0
AVT,2014-03-31,42.98,46.745,41.1,46.53,20317900.0
AVT,2014-02-28,40.93,44.0,38.73,43.53,15228400.0
AVT,2014-01-31,43.93,45.47,40.52,41.07,19338400.0
AVT,2013-12-31,39.78,44.47,39.29,44.11,15841900.0
AVT,2013-11-29,39.81,42.38,39.045,39.9,14897400.0
AVT,2013-10-31,41.75,42.86,38.23,39.7,21802200.0
AVT,2013-09-30,39.1,41.99,38.02,41.71,15293700.0
AVT,2013-08-30,38.0,40.01,37.945,38.56,15989700.0
AVT,2013-07-31,33.78,38.19,33.7601,37.67,11349800.0
AVT,2013-06-28,34.23,34.62,32.52,33.6,13750900.0
AVT,2013-05-31,32.58,34.66,31.7201,34.16,17455700.0
AVT,2013-04-30,36.13,36.22,31.02,32.75,22053900.0
AVT,2013-03-28,34.98,36.86,33.92,36.2,13576200.0
AVT,2013-02-28,35.68,36.66,34.29,35.31,19114200.0
AVT,2013-01-31,31.44,35.68,30.5,35.36,24077600.0
AVT,2012-12-31,29.58,31.83,28.975,30.61,16407800.0
AVT,2012-11-30,28.72,30.95,27.78,29.29,20385500.0
AVT,2012-10-31,29.09,29.47,25.41,28.65,37445600.0
